Areacode,Placement,Registration,Firstscore,Convertedscore,Percentile,Letterindex
3,131 = 135,510301874,23,424,22.38,D-
3,131 = 135,510300302,23,424,22.38,D-
3,131 = 135,510300740,23,424,22.38,D-
3,131 = 135,510300670,23,424,22.38,D-
3,131 = 135,510300985,23,424,22.38,D-
3,136 = 138,510301088,22,414,19.52,D-
3,136 = 138,510300863,22,414,19.52,D-
3,136 = 138,510300512,22,414,19.52,D-
3,139 = 144,510300665,21,403,16.6,D-
3,139 = 144,510300325,21,403,16.6,D-
3,139 = 144,510300710,21,403,16.6,D-
3,139 = 144,510301061,21,403,16.6,D-
3,139 = 144,510301003,21,403,16.6,D-
3,139 = 144,510301013,21,403,16.6,D-
3,145 = 150,510300975,20,391,13.76,F
3,145 = 150,510300672,20,391,13.76,F
3,145 = 150,510300366,20,391,13.76,F
3,145 = 150,510300287,20,391,13.76,F
3,145 = 150,510300232,20,391,13.76,F
3,145 = 150,510301675,20,391,13.76,F
3,151 = 157,510300062,19,377,11,F
3,151 = 157,510300003,19,377,11,F
3,151 = 157,510300158,19,377,11,F
3,151 = 157,510300679,19,377,11,F
3,151 = 157,510300943,19,377,11,F
3,151 = 157,510300980,19,377,11,F
3,151 = 157,510301093,19,377,11,F
3,158 = 162,510301094,18,363,8.56,F
3,158 = 162,510300997,18,363,8.56,F
3,158 = 162,510300674,18,363,8.56,F
3,158 = 162,510300307,18,363,8.56,F
3,158 = 162,510300501,18,363,8.56,F
3,163 = 165,510300270,17,350,6.7,F
3,163 = 165,510300967,17,350,6.7,F
3,163 = 165,510301299,17,350,6.7,F
3,166,510301876,16,336,5.05,F
3,167,510300977,15,320,3.56,F
3,168 = 170,510300507,14,303,2.44,F
3,168 = 170,510300318,14,303,2.44,F
3,168 = 170,510301188,14,303,2.44,F
3,171 = 172,510300342,13,288,1.68,F
3,171 = 172,510300292,13,288,1.68,F
3,173,510300169,12,269,1.05,F
3,174,510302064,11,250,0.6,F
3,175,510300927,10,226,0.31,F
4,1,510400181,67,685,96.79,B
4,2,510401326,64,672,95.77,B
4,3,510400199,63,667,95.29,B
4,4,510400608,56,635,91.18,B-
4,5,510400295,55,631,90.49,B-
4,6,510400197,54,627,89.79,B-
4,7 = 9,510400228,52,618,88.12,B-
4,7 = 9,510401352,52,618,88.12,B-
4,7 = 9,510401384,52,618,88.12,B-
4,10,510400742,51,612,87.16,B-
4,11 = 12,510401395,50,608,86.03,B-
4,11 = 12,510400192,50,608,86.03,B-
4,13,510401155,48,599,83.83,C
4,14,510400255,46,590,81.54,C
4,15 = 17,510401086,45,585,80.24,C
4,15 = 17,510400626,45,585,80.24,C
4,15 = 17,510400692,45,585,80.24,C
4,18 = 19,510401370,44,580,78.89,C
4,18 = 19,510400611,44,580,78.89,C
4,20,510400502,42,569,75.33,C
4,21,510400432,41,563,73.65,C
4,22 = 24,510400461,40,557,71.91,C
4,22 = 24,510400079,40,557,71.91,C
4,22 = 24,510400127,40,557,71.91,C
4,25 = 26,510400619,39,552,69.94,C
4,25 = 26,510401325,39,552,69.94,C
4,27 = 29,510401098,38,546,67.79,C-
4,27 = 29,510401391,38,546,67.79,C-
4,27 = 29,510400187,38,546,67.79,C-
4,30,510400576,37,540,65.57,C-
4,31 = 33,510400537,36,534,63.16,C-
